Tag,Depth,Previous Sibling,Number of Children,Full Tag,Full Previous Tag
p,10,div,35,"<p>When handling a CSS selector that uses namespaces, Beautiful Soup
always tries to use namespace prefixes that make sense based on what
it saw while parsing the document. You can always provide your own
dictionary of abbreviations:</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">from</span> <span class=""nn"">bs4</span> <span class=""kn"">import</span> <span class=""n"">BeautifulSoup</span>
<span class=""n"">xml</span> <span class=""o"">=</span> <span class=""s2"">""""""&lt;tag xmlns:ns1=""http://namespace1/"" xmlns:ns2=""http://namespace2/""&gt;</span>
<span class=""s2""> &lt;ns1:child&gt;I'm in namespace 1&lt;/ns1:child&gt;</span>
<span class=""s2""> &lt;ns2:child&gt;I'm in namespace 2&lt;/ns2:child&gt;</span>
<span class=""s2"">&lt;/tag&gt; """"""</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">xml</span><span class=""p"">,</span> <span class=""s2"">""xml""</span><span class=""p"">)</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""child""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;ns1:child&gt;I'm in namespace 1&lt;/ns1:child&gt;, &lt;ns2:child&gt;I'm in namespace 2&lt;/ns2:child&gt;]</span>

<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""ns1|child""</span><span class=""p"">)</span>
<span class=""c1""># [&lt;ns1:child&gt;I'm in namespace 1&lt;/ns1:child&gt;]</span>
</pre></div>
</div>"
p,10,div,26,"<p>All this CSS selector stuff is a convenience for people who already
know the CSS selector syntax. You can do all of this with the
Beautiful Soup API. And if CSS selectors are all you need, you should
parse the document with lxml: it’s a lot faster. But this lets you
<cite>combine</cite> CSS selectors with the Beautiful Soup API.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">namespaces</span> <span class=""o"">=</span> <span class=""nb"">dict</span><span class=""p"">(</span><span class=""n"">first</span><span class=""o"">=</span><span class=""s2"">""http://namespace1/""</span><span class=""p"">,</span> <span class=""n"">second</span><span class=""o"">=</span><span class=""s2"">""http://namespace2/""</span><span class=""p"">)</span>
<span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">select</span><span class=""p"">(</span><span class=""s2"">""second|child""</span><span class=""p"">,</span> <span class=""n"">namespaces</span><span class=""o"">=</span><span class=""n"">namespaces</span><span class=""p"">)</span>
<span class=""c1""># [&lt;ns1:child&gt;I'm in namespace 2&lt;/ns1:child&gt;]</span>
</pre></div>
</div>"
p,9,h1,1,"<p>Beautiful Soup’s main strength is in searching the parse tree, but you
can also modify the tree and write your changes as a new HTML or XML
document.</p>","<h1>Modifying the tree<a class=""headerlink"" href=""#modifying-the-tree"" title=""Permalink to this headline"">¶</a></h1>"
p,10,h2,1,"<p>I covered this earlier, in <a class=""reference internal"" href=""#attributes"">Attributes</a>, but it bears repeating. You
can rename a tag, change the values of its attributes, add new
attributes, and delete attributes:</p>","<h2>Changing tag names and attributes<a class=""headerlink"" href=""#changing-tag-names-and-attributes"" title=""Permalink to this headline"">¶</a></h2>"
p,10,h2,3,"<p>If you set a tag’s <code class=""docutils literal notranslate""><span class=""pre"">.string</span></code> attribute to a new string, the tag’s contents are
replaced with that string:</p>","<h2>Modifying <code class=""docutils literal notranslate""><span class=""pre"">.string</span></code><a class=""headerlink"" href=""#modifying-string"" title=""Permalink to this headline"">¶</a></h2>"
p,10,div,26,"<p>Be careful: if the tag contained other tags, they and all their
contents will be destroyed.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">markup</span> <span class=""o"">=</span> <span class=""s1"">'&lt;a href=""http://example.com/""&gt;I linked to &lt;i&gt;example.com&lt;/i&gt;&lt;/a&gt;'</span>
<span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""n"">markup</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>

<span class=""n"">tag</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">a</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">string</span> <span class=""o"">=</span> <span class=""s2"">""New link text.""</span>
<span class=""n"">tag</span>
<span class=""c1""># &lt;a href=""http://example.com/""&gt;New link text.&lt;/a&gt;</span>
</pre></div>
</div>"
p,10,h2,3,"<p>You can add to a tag’s contents with <code class=""docutils literal notranslate""><span class=""pre"">Tag.append()</span></code>. It works just
like calling <code class=""docutils literal notranslate""><span class=""pre"">.append()</span></code> on a Python list:</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">append()</span></code><a class=""headerlink"" href=""#append"" title=""Permalink to this headline"">¶</a></h2>"
p,10,h2,3,"<p>Starting in Beautiful Soup 4.7.0, <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code> also supports a method
called <code class=""docutils literal notranslate""><span class=""pre"">.extend()</span></code>, which adds every element of a list to a <code class=""docutils literal notranslate""><span class=""pre"">Tag</span></code>,
in order:</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">extend()</span></code><a class=""headerlink"" href=""#extend"" title=""Permalink to this headline"">¶</a></h2>"
p,10,h2,5,"<p>If you need to add a string to a document, no problem–you can pass a
Python string in to <code class=""docutils literal notranslate""><span class=""pre"">append()</span></code>, or you can call the <code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code>
constructor:</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">NavigableString()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">.new_tag()</span></code><a class=""headerlink"" href=""#navigablestring-and-new-tag"" title=""Permalink to this headline"">¶</a></h2>"
p,10,div,40,"<p>If you want to create a comment or some other subclass of
<code class=""docutils literal notranslate""><span class=""pre"">NavigableString</span></code>, just call the constructor:</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;b&gt;&lt;/b&gt;""</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">tag</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">b</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">append</span><span class=""p"">(</span><span class=""s2"">""Hello""</span><span class=""p"">)</span>
<span class=""n"">new_string</span> <span class=""o"">=</span> <span class=""n"">NavigableString</span><span class=""p"">(</span><span class=""s2"">"" there""</span><span class=""p"">)</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">append</span><span class=""p"">(</span><span class=""n"">new_string</span><span class=""p"">)</span>
<span class=""n"">tag</span>
<span class=""c1""># &lt;b&gt;Hello there.&lt;/b&gt;</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">contents</span>
<span class=""c1""># ['Hello', ' there']</span>
</pre></div>
</div>"
p,10,div,25,<p><cite>(This is a new feature in Beautiful Soup 4.4.0.)</cite></p>,"<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""kn"">from</span> <span class=""nn"">bs4</span> <span class=""kn"">import</span> <span class=""n"">Comment</span>
<span class=""n"">new_comment</span> <span class=""o"">=</span> <span class=""n"">Comment</span><span class=""p"">(</span><span class=""s2"">""Nice to see you.""</span><span class=""p"">)</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">append</span><span class=""p"">(</span><span class=""n"">new_comment</span><span class=""p"">)</span>
<span class=""n"">tag</span>
<span class=""c1""># &lt;b&gt;Hello there&lt;!--Nice to see you.--&gt;&lt;/b&gt;</span>
<span class=""n"">tag</span><span class=""o"">.</span><span class=""n"">contents</span>
<span class=""c1""># ['Hello', ' there', 'Nice to see you.']</span>
</pre></div>
</div>"
p,10,p,1,"<p>What if you need to create a whole new tag?  The best solution is to
call the factory method <code class=""docutils literal notranslate""><span class=""pre"">BeautifulSoup.new_tag()</span></code>:</p>",<p><cite>(This is a new feature in Beautiful Soup 4.4.0.)</cite></p>
p,10,div,43,"<p>Only the first argument, the tag name, is required.</p>","<div class=""highlight-default notranslate""><div class=""highlight""><pre><span></span><span class=""n"">soup</span> <span class=""o"">=</span> <span class=""n"">BeautifulSoup</span><span class=""p"">(</span><span class=""s2"">""&lt;b&gt;&lt;/b&gt;""</span><span class=""p"">,</span> <span class=""s1"">'html.parser'</span><span class=""p"">)</span>
<span class=""n"">original_tag</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">b</span>

<span class=""n"">new_tag</span> <span class=""o"">=</span> <span class=""n"">soup</span><span class=""o"">.</span><span class=""n"">new_tag</span><span class=""p"">(</span><span class=""s2"">""a""</span><span class=""p"">,</span> <span class=""n"">href</span><span class=""o"">=</span><span class=""s2"">""http://www.example.com""</span><span class=""p"">)</span>
<span class=""n"">original_tag</span><span class=""o"">.</span><span class=""n"">append</span><span class=""p"">(</span><span class=""n"">new_tag</span><span class=""p"">)</span>
<span class=""n"">original_tag</span>
<span class=""c1""># &lt;b&gt;&lt;a href=""http://www.example.com""&gt;&lt;/a&gt;&lt;/b&gt;</span>

<span class=""n"">new_tag</span><span class=""o"">.</span><span class=""n"">string</span> <span class=""o"">=</span> <span class=""s2"">""Link text.""</span>
<span class=""n"">original_tag</span>
<span class=""c1""># &lt;b&gt;&lt;a href=""http://www.example.com""&gt;Link text.&lt;/a&gt;&lt;/b&gt;</span>
</pre></div>
</div>"
p,10,h2,3,"<p><code class=""docutils literal notranslate""><span class=""pre"">Tag.insert()</span></code> is just like <code class=""docutils literal notranslate""><span class=""pre"">Tag.append()</span></code>, except the new element
doesn’t necessarily go at the end of its parent’s
<code class=""docutils literal notranslate""><span class=""pre"">.contents</span></code>. It’ll be inserted at whatever numeric position you
say. It works just like <code class=""docutils literal notranslate""><span class=""pre"">.insert()</span></code> on a Python list:</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">insert()</span></code><a class=""headerlink"" href=""#insert"" title=""Permalink to this headline"">¶</a></h2>"
p,10,h2,5,"<p>The <code class=""docutils literal notranslate""><span class=""pre"">insert_before()</span></code> method inserts tags or strings immediately
before something else in the parse tree:</p>","<h2><code class=""docutils literal notranslate""><span class=""pre"">insert_before()</span></code> and <code class=""docutils literal notranslate""><span class=""pre"">insert_after()</span></code><a class=""headerlink"" href=""#insert-before-and-insert-after"" title=""Permalink to this headline"">¶</a></h2>"
p,10,div,38,"<p>The <code class=""docutils literal notranslate""><span class=""pre"">insert_after()</span></code> method inserts tags or strings immediately
